noise,complexity,foresight,K,TauL,C_react,C_pred
0.60,45,3,0.170,0.322,5,5
0.60,45,4,0.167,0.323,5,5
0.60,45,5,0.172,0.323,5,5
0.60,50,1,0.174,0.322,5,5
0.60,50,2,0.181,0.321,5,5
0.60,50,3,0.169,0.322,5,5
0.60,50,4,0.173,0.321,5,5
0.60,50,5,0.182,0.321,5,5
0.60,55,1,0.176,0.321,5,5
0.60,55,2,0.168,0.321,5,5
0.60,55,3,0.175,0.322,5,5
0.60,55,4,0.170,0.321,5,5
0.60,55,5,0.174,0.321,5,5
0.60,60,1,0.173,0.320,5,5
0.60,60,2,0.179,0.321,5,5
0.60,60,3,0.176,0.321,5,5
0.60,60,4,0.173,0.322,5,5
0.60,60,5,0.170,0.321,5,5
0.65,10,1,0.082,0.402,5,5
0.65,10,2,0.084,0.409,5,5
0.65,10,3,0.081,0.406,5,5
0.65,10,4,0.079,0.407,5,5
0.65,10,5,0.082,0.406,5,5
0.65,15,1,0.113,0.364,5,5
0.65,15,2,0.116,0.365,5,5
0.65,15,3,0.113,0.365,5,5
0.65,15,4,0.111,0.367,5,5
0.65,15,5,0.107,0.369,5,5
0.65,20,1,0.136,0.345,5,5
0.65,20,2,0.136,0.345,5,5
0.65,20,3,0.132,0.346,5,5
0.65,20,4,0.137,0.343,5,5
0.65,20,5,0.136,0.346,5,5
0.65,25,1,0.151,0.334,5,5
0.65,25,2,0.152,0.334,5,5
0.65,25,3,0.151,0.335,5,5
0.65,25,4,0.150,0.333,5,5
0.65,25,5,0.151,0.333,5,5
0.65,30,1,0.164,0.328,5,5
0.65,30,2,0.161,0.329,5,5
0.65,30,3,0.157,0.327,5,5
0.65,30,4,0.159,0.328,5,5
0.65,30,5,0.159,0.328,5,5
0.65,35,1,0.168,0.326,5,5
0.65,35,2,0.163,0.325,5,5
0.65,35,3,0.169,0.326,5,5
0.65,35,4,0.165,0.325,5,5
0.65,35,5,0.163,0.324,5,5
0.65,40,1,0.161,0.323,5,5
0.65,40,2,0.165,0.323,5,5
0.65,40,3,0.163,0.324,5,5
0.65,40,4,0.168,0.324,5,5
0.65,40,5,0.168,0.323,5,5
0.65,45,1,0.166,0.322,5,5
0.65,45,2,0.169,0.323,5,5
0.65,45,3,0.171,0.322,5,5
0.65,45,4,0.170,0.323,5,5
0.65,45,5,0.172,0.322,5,5
0.65,50,1,0.174,0.322,5,5
0.65,50,2,0.169,0.321,5,5
0.65,50,3,0.173,0.321,5,5
0.65,50,4,0.179,0.322,5,5
0.65,50,5,0.178,0.322,5,5
0.65,55,1,0.173,0.320,5,5
0.65,55,2,0.179,0.321,5,5
0.65,55,3,0.168,0.321,5,5
0.65,55,4,0.171,0.321,5,5
0.65,55,5,0.174,0.321,5,5
0.65,60,1,0.169,0.321,5,5
0.65,60,2,0.169,0.321,5,5
0.65,60,3,0.167,0.320,5,5
0.65,60,4,0.173,0.320,5,5
0.65,60,5,0.179,0.321,5,5
